date,DHO
2018-07-27,33.0
2018-07-31,34.45
2018-08-01,33.0
2018-08-02,32.65
2018-08-03,33.5
2018-08-06,34.34
2018-08-07,34.44
2018-08-08,34.44
2018-08-09,34.9
2018-08-10,34.0
2018-08-13,34.88
2018-08-15,34.88
2018-08-16,34.88
2018-08-17,34.0
2018-08-24,34.0
2018-08-27,34.0
2018-08-28,34.0
2018-08-29,34.0
2018-08-30,34.0
2018-08-31,34.75
2018-09-03,34.75
2018-09-04,33.8
2018-09-05,33.5
2018-09-06,33.53
2018-09-07,30.6
2018-09-10,30.6
2018-09-12,33.45
2018-09-13,34.5
2018-09-14,34.5
2018-09-17,34.5
2018-09-18,33.0
2018-09-19,33.98
2018-09-20,33.98
2018-09-21,32.9
2018-09-24,34.48
2018-09-25,34.4
2018-09-26,31.85
2018-09-27,34.32
2018-09-28,31.2
2018-10-01,33.8
2018-10-02,33.8
2018-10-03,33.77
2018-10-04,33.78
2018-10-05,33.5
2018-10-08,33.5
2018-10-09,32.02
2018-10-10,32.99
2018-10-11,32.99
2018-10-12,32.2
2018-10-15,32.1
2018-10-16,32.2
2018-10-17,32.85
2018-10-18,32.85
2018-10-19,32.8
2018-10-22,33.3
2018-10-23,33.3
2018-10-24,33.3
2018-10-25,33.28
2018-10-26,33.19
2018-10-29,33.6
2018-10-30,33.6
2018-10-31,33.5
2018-11-01,33.5
2018-11-02,32.5
2018-11-05,32.2
2018-11-07,33.19
2018-11-08,31.7
2018-11-09,31.51
2018-11-12,32.7
2018-11-13,32.69
2018-11-14,32.69
2018-11-15,32.69
2018-11-16,32.05
2018-11-19,32.05
2018-11-22,32.05
2018-11-23,32.05
2018-11-26,31.67
2018-11-27,31.67
2018-11-28,32.0
2018-11-29,31.71
2018-11-30,30.1
2018-12-03,30.3
2018-12-04,30.3
2018-12-05,32.8
2018-12-06,32.78
2018-12-07,30.96
2018-12-10,32.52
2018-12-11,31.99
2018-12-12,32.58
2018-12-13,32.58
2018-12-14,31.7
2018-12-17,31.7
2018-12-18,32.46
2018-12-19,32.46
2018-12-20,32.46
2018-12-21,32.0
2018-12-24,32.0
2018-12-25,32.0
2018-12-26,32.47
2018-12-27,32.4
2018-12-28,30.5
2018-12-31,31.49
2019-01-02,32.0
2019-01-03,32.0
2019-01-04,30.8
2019-01-07,31.97
2019-01-08,31.98
2019-01-09,31.96
2019-01-10,31.95
2019-01-14,31.95
2019-01-15,31.95
2019-01-16,31.95
2019-01-17,31.95
2019-01-18,31.5
2019-01-21,30.6
2019-01-22,30.62
2019-01-23,30.62
2019-01-24,32.0
2019-01-25,31.1
2019-01-28,32.76
2019-01-29,32.76
2019-01-30,32.78
2019-01-31,32.78
2019-02-01,32.78
2019-02-04,32.78
2019-02-05,32.78
2019-02-06,33.0
2019-02-07,33.0
2019-02-08,33.5
2019-02-11,33.0
2019-02-12,32.06
2019-02-13,32.5
2019-02-14,32.5
2019-02-15,33.0
2019-02-18,34.0
2019-02-19,35.0
2019-02-20,34.0
2019-02-21,34.0
2019-02-22,35.48
2019-02-25,35.48
2019-02-26,35.48
2019-02-27,35.48
2019-02-28,35.48
2019-03-01,35.39
2019-03-04,33.4
2019-03-05,35.0
2019-03-06,35.0
2019-03-07,35.0
2019-03-08,34.0
2019-03-11,34.5
2019-03-12,34.5
2019-03-13,34.3
2019-03-14,34.3
2019-03-15,34.0
2019-03-18,32.39
2019-03-19,34.99
2019-03-20,34.3
2019-03-21,34.0
2019-03-22,32.41
2019-03-25,33.3
2019-03-26,33.95
2019-03-27,33.95
2019-03-28,33.95
2019-03-29,32.5
2019-04-01,33.9
2019-04-02,34.5
2019-04-03,34.49
2019-04-04,33.99
2019-04-05,32.5
2019-04-08,34.0
2019-04-09,31.82
2019-04-10,33.79
2019-04-11,33.79
2019-04-12,31.8
2019-04-15,32.0
2019-04-16,31.7
2019-04-17,32.5
2019-04-18,32.7
2019-04-19,32.7
2019-04-22,32.5
2019-04-23,32.5
2019-04-24,32.5
2019-04-25,32.5
2019-04-26,31.81
2019-04-29,31.81
2019-04-30,31.82
2019-05-02,32.3
2019-05-03,31.81
2019-05-06,32.5
2019-05-07,32.5
2019-05-08,32.5
2019-05-09,32.5
2019-05-10,32.49
2019-05-13,32.45
2019-05-14,32.44
2019-05-15,32.44
2019-05-16,32.47
2019-05-17,31.61
2019-05-20,31.61
2019-05-21,31.61
2019-05-22,31.02
2019-05-23,31.05
2019-05-24,32.24
2019-05-27,32.24
2019-05-28,31.01
2019-05-29,31.01
2019-05-30,31.94
2019-05-31,31.5
2019-06-03,31.5
2019-06-04,31.99
2019-06-10,31.99
2019-06-11,32.14
2019-06-12,32.14
2019-06-13,32.14
2019-06-14,32.15
2019-06-17,31.58
2019-06-18,31.58
2019-06-19,32.09
2019-06-20,32.09
2019-06-21,32.61
2019-06-24,32.5
2019-06-25,32.5
2019-06-26,31.9
2019-06-27,31.9
2019-06-28,31.5
2019-07-01,31.9
2019-07-02,31.25
2019-07-03,31.0
2019-07-04,31.0
2019-07-05,31.25
2019-07-08,31.25
2019-07-09,31.25
2019-07-10,32.19
2019-07-11,32.0
2019-07-12,30.82
2019-07-15,30.82
2019-07-16,31.8
2019-07-17,31.99
2019-07-18,31.16
2019-07-19,31.94
2019-07-22,32.19
2019-07-23,32.0
2019-07-24,31.99
2019-07-25,31.65
2019-07-26,32.0
2019-07-29,32.1
2019-07-31,32.15
2019-08-01,32.46
2019-08-02,32.44
2019-08-05,32.44
2019-08-06,32.42
2019-08-07,32.42
2019-08-08,32.42
2019-08-09,32.99
2019-08-15,32.99
2019-08-16,32.89
2019-08-19,33.0
2019-08-22,33.0
2019-08-23,33.0
2019-08-26,33.0
2019-08-27,32.15
2019-08-28,32.15
2019-08-29,32.98
2019-08-30,32.15
2019-09-02,33.0
2019-09-03,32.45
2019-09-04,33.0
2019-09-05,33.0
2019-09-06,33.1
2019-09-09,33.0
2019-09-10,33.1
2019-09-11,33.1
2019-09-12,33.1
2019-09-13,33.1
2019-09-16,33.1
2019-09-17,33.4
2019-09-18,33.01
2019-09-19,33.0
2019-09-20,32.0
2019-09-23,31.3
2019-09-24,31.31
2019-09-25,33.0
2019-09-26,33.1
2019-09-27,33.2
2019-09-30,33.05
2019-10-01,33.05
2019-10-02,33.05
2019-10-03,33.05
2019-10-04,33.0
2019-10-07,33.05
2019-10-08,32.55
2019-10-09,33.1
2019-10-10,33.1
2019-10-11,32.7
2019-10-14,33.1
2019-10-15,33.09
2019-10-16,33.09
2019-10-17,32.5
2019-10-18,33.0
2019-10-21,33.0
2019-10-22,33.0
2019-10-23,33.0
2019-10-24,33.0
2019-10-25,33.0
2019-10-28,33.0
2019-10-29,33.0
2019-10-30,33.0
2019-10-31,33.0
2019-11-01,33.0
2019-11-04,33.09
2019-11-05,33.0
2019-11-07,33.09
2019-11-08,35.0
2019-11-12,35.0
2019-11-13,35.9
2019-11-14,36.0
2019-11-15,37.0
2019-11-19,37.0
2019-11-20,34.0
2019-11-21,34.0
2019-11-22,35.0
2019-11-25,33.7
2019-11-26,34.6
2019-11-27,34.6
2019-11-28,34.0
2019-11-29,35.49
2019-12-02,35.49
2019-12-03,34.5
2019-12-04,35.4
2019-12-05,35.4
2019-12-06,36.0
2019-12-09,36.0
2019-12-10,35.99
2019-12-11,36.5
2019-12-12,36.5
2019-12-13,36.5
2019-12-16,36.9
2019-12-17,36.9
2019-12-18,36.9
2019-12-19,36.9
2019-12-20,36.9
2019-12-23,36.8
2019-12-24,36.99
2019-12-25,37.0
2019-12-26,37.0
2019-12-27,36.9
2019-12-30,36.9
2019-12-31,34.2
2020-01-02,36.5
2020-01-03,36.48
2020-01-06,36.48
2020-01-07,36.48
2020-01-08,36.48
2020-01-09,37.0
2020-01-10,37.29
2020-01-13,39.0
2020-01-14,39.0
2020-01-15,39.0
2020-01-16,39.0
2020-01-17,38.75
2020-01-20,38.75
2020-01-21,38.0
2020-01-22,39.9
2020-01-23,38.0
2020-01-24,38.2
2020-01-27,40.0
2020-01-28,39.8
2020-01-29,39.7
2020-01-30,38.4
2020-01-31,38.4
2020-02-03,38.1
2020-02-04,38.1
2020-02-05,38.1
2020-02-06,38.1
2020-02-07,36.5
2020-02-10,36.3
2020-02-11,36.4
2020-02-12,36.3
2020-02-13,36.3
2020-02-14,38.25
2020-02-17,39.0
2020-02-18,39.0
2020-02-19,37.91
2020-02-20,37.01
2020-02-21,39.3
2020-02-24,39.13
2020-02-25,37.7
2020-02-26,38.98
2020-02-27,39.0
2020-02-28,39.49
2020-03-02,39.49
2020-03-03,36.5
2020-03-04,38.79
2020-03-05,38.5
2020-03-06,36.0
2020-03-09,32.8
2020-03-10,35.0
2020-03-11,36.0
2020-03-12,33.0
2020-03-13,33.0
2020-03-16,29.71
2020-03-17,28.53
2020-03-18,27.39
2020-03-19,28.0
2020-03-20,29.11
2020-03-23,30.0
2020-03-24,31.0
2020-03-25,29.92
2020-03-26,29.92
2020-03-27,29.0
2020-03-30,29.99
2020-03-31,30.0
2020-04-01,30.05
2020-04-02,29.05
2020-04-03,29.05
2020-04-06,29.05
2020-04-07,27.89
2020-04-08,28.7
2020-04-09,28.7
2020-04-10,29.0
2020-04-13,28.87
2020-04-14,28.87
2020-04-15,28.87
2020-04-16,29.98
2020-04-17,29.65
2020-04-20,28.47
2020-04-21,28.5
2020-04-22,27.94
2020-04-23,28.49
2020-04-24,29.0
2020-04-27,29.0
2020-04-28,29.0
2020-04-29,29.47
2020-04-30,29.48
2020-05-04,30.59
2020-05-05,31.0
2020-05-06,32.2
2020-05-07,30.92
2020-05-08,30.0
2020-05-11,30.0
2020-05-12,31.0
2020-05-13,31.0
2020-05-14,31.0
2020-05-15,31.0
2020-05-18,31.5
2020-05-19,30.25
2020-05-20,29.05
2020-05-21,29.29
2020-05-22,30.0
2020-05-26,30.0
2020-05-27,30.0
2020-05-28,30.0
2020-05-29,30.0
2020-06-01,30.45
2020-06-02,31.47
2020-06-03,30.45
2020-06-04,31.45
2020-06-05,32.3
2020-06-08,33.33
2020-06-09,34.3
2020-06-10,33.0
2020-06-11,32.9
2020-06-12,32.5
2020-06-15,32.5
2020-06-16,32.5
2020-06-17,33.0
2020-06-18,33.4
2020-06-19,33.4
2020-06-22,32.9
2020-06-23,32.9
2020-06-24,32.9
2020-06-25,31.59
2020-06-26,31.0
2020-06-29,31.0
2020-06-30,29.9
2020-07-01,29.9
2020-07-02,30.0
2020-07-03,30.9
2020-07-06,30.9
2020-07-07,30.9
2020-07-08,30.9
2020-07-09,30.0
2020-07-10,30.0
2020-07-13,30.0
2020-07-14,29.0
2020-07-15,29.5
2020-07-16,29.55
2020-07-17,29.54
2020-07-20,29.05
2020-07-21,29.54
2020-07-22,29.54
2020-07-23,29.55
2020-07-24,29.55
2020-07-27,29.5
2020-07-28,29.9
2020-07-29,30.59
2020-08-03,30.59
2020-08-04,31.45
2020-08-05,32.5
2020-08-06,32.5
2020-08-07,32.5
2020-08-10,32.5
2020-08-11,32.5
2020-08-12,32.5
2020-08-13,32.5
2020-08-17,31.21
2020-08-18,30.0
2020-08-19,31.19
2020-08-24,31.7
2020-08-25,31.7
2020-08-26,31.7
2020-08-27,31.7
2020-08-28,31.7
2020-08-31,31.7
2020-09-01,30.44
2020-09-02,30.44
2020-09-03,30.7
2020-09-04,30.7
2020-09-07,30.7
2020-09-08,30.7
2020-09-09,30.7
2020-09-10,30.7
2020-09-11,30.3
2020-09-14,30.3
2020-09-15,30.3
2020-09-16,30.28
2020-09-17,30.0
2020-09-18,30.5
2020-09-21,30.8
2020-09-22,30.8
2020-09-23,31.4
2020-09-24,31.4
2020-09-25,30.21
2020-09-28,30.99
2020-09-29,30.99
2020-09-30,30.9
2020-10-01,30.88
2020-10-02,30.88
2020-10-05,30.87
2020-10-06,30.8
2020-10-07,30.77
2020-10-08,30.75
2020-10-09,30.75
2020-10-12,30.75
2020-10-13,30.75
2020-10-14,31.3
2020-10-15,31.9
2020-10-16,31.9
2020-10-19,31.88
2020-10-20,31.88
2020-10-21,31.8
2020-10-22,31.8
2020-10-23,31.8
2020-10-26,31.78
2020-10-27,31.7
2020-10-28,31.77
2020-11-02,30.5
2020-11-03,29.4
2020-11-04,29.4
2020-11-05,29.4
2020-11-09,30.5
2020-11-10,30.5
2020-11-11,30.5
2020-11-12,30.96
2020-11-13,30.96
2020-11-16,30.0
2020-11-17,30.0
2020-11-19,30.83
2020-11-20,30.88
2020-11-23,31.8
2020-11-24,30.53
2020-11-25,31.0
2020-11-26,31.0
2020-11-27,31.99
2020-11-30,31.99
2020-12-01,32.14
2020-12-02,32.07
2020-12-03,31.98
2020-12-04,31.97
2020-12-07,31.95
2020-12-08,31.85
2020-12-09,31.9
2020-12-10,31.0
2020-12-11,31.89
2020-12-14,31.9
2020-12-15,31.0
2020-12-16,31.82
2020-12-17,31.8
2020-12-18,31.8
2020-12-21,31.0
2020-12-22,31.68
2020-12-23,31.65
2020-12-24,32.9
2020-12-25,34.0
2020-12-28,35.17
2020-12-29,33.77
2020-12-30,34.9
2020-12-31,34.9
2021-01-04,34.7
2021-01-05,33.5
2021-01-06,34.7
2021-01-07,33.51
2021-01-08,34.58
2021-01-12,34.58
2021-01-13,33.95
2021-01-14,34.54
2021-01-15,34.5
2021-01-18,34.0
2021-01-19,34.54
2021-01-20,34.24
2021-01-21,34.0
2021-01-22,34.0
2021-01-25,34.45
2021-01-26,34.44
2021-01-27,34.45
2021-01-28,34.0
2021-01-29,35.0
2021-02-01,34.47
2021-02-02,35.0
2021-02-03,35.0
2021-02-04,35.17
2021-02-05,35.17
2021-02-08,34.99
2021-02-09,33.77
2021-02-10,34.98
2021-02-11,34.98
2021-02-12,34.98
2021-02-15,34.94
2021-02-16,34.94
2021-02-17,34.95
2021-02-18,34.95
2021-02-19,34.95
2021-02-22,33.8
2021-02-23,34.5
2021-02-24,34.48
2021-02-25,34.48
2021-02-26,34.19
2021-03-01,34.19
2021-03-02,34.19
2021-03-03,34.19
2021-03-04,34.19
2021-03-05,34.19
2021-03-08,34.19
2021-03-09,33.99
2021-03-10,33.99
2021-03-11,33.99
2021-03-12,34.0
2021-03-15,34.47
2021-03-16,34.47
2021-03-17,34.46
2021-03-18,34.8
2021-03-19,34.8
2021-03-22,34.45
2021-03-23,34.45
2021-03-24,34.45
2021-03-25,34.45
2021-03-26,33.08
2021-03-29,33.0
2021-03-30,34.24
2021-03-31,33.0
2021-04-01,33.96
2021-04-02,34.2
2021-04-05,34.2
2021-04-06,34.2
2021-04-07,33.1
2021-04-08,32.0
2021-04-09,33.27
2021-04-12,34.0
2021-04-13,34.0
2021-04-14,34.0
2021-04-15,33.99
2021-04-16,33.6
2021-04-19,33.6
2021-04-20,33.6
2021-04-21,33.6
2021-04-22,33.54
2021-04-23,33.0
2021-04-26,33.6
2021-04-27,33.0
2021-04-28,33.49
2021-04-29,33.49
2021-04-30,34.15
2021-05-03,32.79
2021-05-04,33.4
2021-05-05,34.72
2021-05-06,34.42
2021-05-07,34.5
2021-05-10,34.5
2021-05-11,34.5
2021-05-12,33.75
2021-05-17,34.0
2021-05-18,34.0
2021-05-19,33.99
2021-05-20,33.5
2021-05-21,33.5
2021-05-24,33.97
2021-05-25,33.97
2021-05-26,33.0
2021-05-27,33.95
2021-05-28,33.94
2021-05-31,33.94
2021-06-01,33.01
2021-06-02,33.1
2021-06-03,33.5
2021-06-04,33.89
2021-06-07,33.89
2021-06-08,33.74
2021-06-09,33.68
2021-06-10,33.67
2021-06-11,33.67
2021-06-14,33.02
2021-06-15,33.0
2021-06-16,33.0
2021-06-17,33.0
2021-06-18,33.39
2021-06-21,33.0
2021-06-22,33.0
2021-06-23,33.0
2021-06-24,32.71
2021-06-25,31.41
2021-06-28,32.6
2021-06-29,32.6
2021-06-30,32.0
2021-07-01,32.49
2021-07-02,32.5
2021-07-05,32.48
2021-07-06,32.46
2021-07-07,32.46
2021-07-08,32.85
2021-07-09,32.85
2021-07-12,32.94
2021-07-13,32.94
2021-07-14,32.88
2021-07-15,32.88
2021-07-16,32.0
2021-07-19,32.74
2021-07-20,32.78
2021-07-23,32.78
2021-07-26,31.47
2021-07-27,32.56
2021-07-28,32.56
2021-07-29,32.56
2021-08-02,31.7
2021-08-03,32.43
2021-08-04,31.82
2021-08-05,32.59
2021-08-06,32.59
2021-08-09,32.49
2021-08-11,32.6
2021-08-12,32.59
2021-08-13,31.52
2021-08-16,32.59
2021-08-17,32.59
2021-08-18,32.54
2021-08-19,32.6
2021-08-23,32.6
2021-08-24,32.55
2021-08-25,32.55
2021-08-26,32.55
2021-08-27,33.0
2021-08-30,33.0
2021-08-31,33.9
2021-09-01,33.9
2021-09-02,33.9
2021-09-03,33.0
2021-09-06,33.5
2021-09-07,33.44
2021-09-08,33.45
2021-09-09,33.0
2021-09-10,32.35
2021-09-13,32.8
2021-09-14,32.8
2021-09-15,32.0
2021-09-16,31.92
2021-09-17,32.97
2021-09-20,32.79
2021-09-21,32.4
2021-09-22,32.4
2021-09-23,32.0
2021-09-24,31.9
2021-09-27,32.2
2021-09-28,32.2
2021-09-29,32.2
2021-09-30,32.2
2021-10-01,32.1
2021-10-04,32.79
2021-10-05,32.19
2021-10-06,32.19
2021-10-07,31.6
2021-10-08,31.6
2021-10-11,32.14
2021-10-12,32.19
2021-10-13,31.05
2021-10-14,32.19
2021-10-15,32.19
2021-10-18,32.19
2021-10-21,32.18
2021-10-22,32.5
2021-10-25,32.5
2021-10-26,32.5
2021-10-27,32.49
2021-10-28,31.63
2021-10-29,30.56
2021-11-01,30.5
2021-11-02,31.0
2021-11-03,31.5
2021-11-04,31.39
2021-11-05,31.48
2021-11-08,31.48
2021-11-09,31.65
2021-11-10,31.6
2021-11-11,31.7
2021-11-12,31.0
2021-11-15,31.48
2021-11-16,31.4
2021-11-17,31.34
2021-11-19,30.67
2021-11-22,31.84
2021-11-23,31.87
2021-11-24,31.87
2021-11-25,31.4
2021-11-26,31.45
2021-11-29,30.0
2021-11-30,31.3
2021-12-01,31.48
2021-12-02,31.9
2021-12-03,31.9
2021-12-06,31.89
2021-12-07,31.87
2021-12-08,31.87
2021-12-09,31.89
2021-12-10,32.45
2021-12-13,32.39
2021-12-14,32.39
2021-12-15,32.49
2021-12-16,32.49
2021-12-17,32.49
2021-12-20,32.49
2021-12-21,32.49
2021-12-22,32.0
2021-12-23,32.0
2021-12-24,32.8
2021-12-27,32.8
2021-12-28,32.79
2021-12-29,33.0
2021-12-30,33.0
2021-12-31,33.0
2022-01-03,33.0
2022-01-04,33.0
2022-01-05,33.0
2022-01-06,32.49
2022-01-07,32.4
2022-01-10,32.0
2022-01-12,32.0
2022-01-13,31.9
2022-01-14,32.3
2022-01-17,32.29
2022-01-18,32.0
2022-01-19,32.0
2022-01-20,31.8
2022-01-21,31.8
2022-01-24,32.4
2022-01-25,32.45
2022-01-26,32.44
2022-01-27,32.44
2022-01-28,31.56
2022-01-31,32.32
2022-02-01,32.0
2022-02-02,32.2
2022-02-03,32.2
2022-02-04,32.2
2022-02-07,31.75
2022-02-08,32.24
2022-02-09,31.9
2022-02-10,32.28
2022-02-11,31.76
2022-02-14,32.27
2022-02-15,32.19
2022-02-16,32.24
2022-02-17,31.9
2022-02-18,31.99
2022-02-21,31.9
2022-02-22,31.8
2022-02-23,31.52
2022-02-24,29.63
2022-02-25,30.9
2022-02-28,31.95
2022-03-01,31.94
2022-03-02,31.98
2022-03-03,31.95
2022-03-04,30.11
2022-03-07,31.0
2022-03-08,31.68
2022-03-09,31.45
2022-03-10,31.59
2022-03-11,31.2
2022-03-14,31.14
2022-03-15,31.19
2022-03-16,31.57
2022-03-17,31.57
2022-03-18,31.57
2022-03-21,31.57
2022-03-22,31.5
2022-03-23,31.44
2022-03-24,31.55
2022-03-25,30.41
2022-03-28,31.46
2022-03-29,31.46
2022-03-30,29.76
2022-03-31,31.15
2022-04-01,30.0
2022-04-04,30.0
2022-04-05,30.0
2022-04-06,31.4
2022-04-07,31.27
2022-04-08,31.0
2022-04-11,31.0
2022-04-12,31.0
2022-04-13,30.0
2022-04-14,30.0
2022-04-15,30.0
2022-04-18,30.0
2022-04-19,29.8
2022-04-20,29.8
2022-04-21,30.0
2022-04-22,29.9
2022-04-25,29.8
2022-04-26,29.75
2022-04-27,29.9
2022-04-28,29.9
2022-04-29,29.8
2022-05-04,29.9
2022-05-05,29.9
2022-05-06,29.9
2022-05-09,29.8
2022-05-10,29.8
2022-05-11,29.99
2022-05-12,28.3
2022-05-13,29.0
2022-05-16,29.99
2022-05-17,29.0
2022-05-18,28.8
2022-05-19,29.0
2022-05-20,29.0
2022-05-23,29.84
2022-05-24,29.8
2022-05-25,28.22
2022-05-26,28.22
2022-05-27,28.1
2022-05-30,28.11
2022-05-31,29.21
2022-06-01,29.21
2022-06-02,29.18
2022-06-03,29.0
2022-06-06,29.0
2022-06-07,29.8
2022-06-08,29.9
2022-06-09,29.5
2022-06-10,29.5
2022-06-13,29.0
2022-06-14,29.0
2022-06-15,29.0
2022-06-16,28.7
2022-06-17,29.0
2022-06-20,29.8
2022-06-21,29.77
2022-06-22,29.76
2022-06-23,29.75
2022-06-24,28.1
2022-06-27,29.0
2022-06-28,29.5
2022-06-29,29.5
2022-06-30,29.2
2022-07-01,29.0
2022-07-04,28.11
2022-07-05,28.6
2022-07-06,28.95
2022-07-07,28.8
2022-07-08,29.0
2022-07-12,28.25
2022-07-13,27.04
2022-07-14,27.04
2022-07-15,27.0
2022-07-18,27.0
2022-07-19,27.99
2022-07-20,29.19
2022-07-21,28.0
2022-07-22,28.0
2022-07-25,27.45
2022-07-26,28.99
2022-07-27,29.13
2022-07-28,29.13
2022-07-29,28.94
2022-08-01,29.09
2022-08-02,29.09
2022-08-03,28.99
2022-08-04,28.99
2022-08-05,29.0
2022-08-08,29.1
2022-08-09,29.1
2022-08-10,29.0
2022-08-11,28.99
2022-08-12,28.99
2022-08-15,28.99
2022-08-16,29.0
2022-08-17,29.0
2022-08-18,29.0
2022-08-19,29.0
2022-08-22,28.86
2022-08-23,28.87
2022-08-24,28.87
2022-08-25,28.95
2022-08-26,28.02
2022-08-29,28.01
2022-08-30,28.8
2022-08-31,28.94
2022-09-01,28.5
2022-09-02,29.5
2022-09-05,29.6
2022-09-06,29.38
2022-09-07,29.2
2022-09-08,29.35
2022-09-09,28.63
2022-09-12,29.0
2022-09-13,29.0
2022-09-14,29.0
2022-09-15,28.3
2022-09-16,28.6
2022-09-19,29.39
2022-09-20,29.39
2022-09-21,28.01
2022-09-22,27.0
2022-09-23,27.15
2022-09-26,27.0
2022-09-27,25.5
2022-09-28,27.0
2022-09-29,25.5
2022-09-30,27.0
2022-10-03,26.97
2022-10-04,26.5
2022-10-05,26.95
2022-10-06,26.95
2022-10-07,25.62
2022-10-11,26.98
2022-10-12,26.98
2022-10-13,26.99
2022-10-14,25.38
2022-10-17,26.88
2022-10-18,26.62
2022-10-19,26.53
2022-10-20,26.49
2022-10-21,25.99
2022-10-24,25.0
2022-10-25,25.79
2022-10-26,25.1
2022-10-27,24.5
2022-10-28,24.5
2022-10-31,25.0
2022-11-01,25.0
2022-11-02,24.5
2022-11-03,24.25
2022-11-04,24.0
2022-11-07,24.6
2022-11-08,24.7
2022-11-09,24.4
2022-11-10,23.22
2022-11-11,23.52
2022-11-14,23.0
2022-11-15,23.0
2022-11-16,23.49
2022-11-17,23.0
2022-11-21,23.0
2022-11-22,22.9
2022-11-23,23.48
2022-11-24,23.3
2022-11-25,23.64
2022-11-28,25.0
2022-11-29,26.0
2022-11-30,24.45
2022-12-01,25.91
2022-12-02,26.5
2022-12-05,28.0
2022-12-06,26.35
2022-12-07,27.9
2022-12-08,26.3
2022-12-09,26.0
2022-12-12,26.0
2022-12-13,25.3
2022-12-14,23.8
2022-12-15,24.0
2022-12-16,24.5
2022-12-19,25.92
2022-12-20,24.4
2022-12-21,24.0
2022-12-22,24.8
2022-12-23,24.8
2022-12-26,25.0
2022-12-27,25.0
2022-12-28,25.0
2022-12-29,24.5
2022-12-30,24.0
2023-01-02,23.0
2023-01-03,23.0
2023-01-04,21.7
2023-01-05,20.61
2023-01-06,20.26
2023-01-09,21.4
2023-01-10,22.58
2023-01-12,22.64
2023-01-13,22.68
2023-01-16,23.05
2023-01-17,24.0
2023-01-18,23.85
2023-01-19,23.85
2023-01-20,22.75
2023-01-23,23.79
2023-01-24,24.03
2023-01-25,24.02
2023-01-26,23.98
2023-01-27,24.0
2023-01-30,24.49
2023-01-31,23.99
2023-02-01,23.99
2023-02-02,23.97
2023-02-03,23.8
2023-02-06,23.99
2023-02-07,24.0
2023-02-08,23.99
2023-02-09,24.0
2023-02-10,24.0
2023-02-13,23.9
2023-02-14,23.9
2023-02-15,23.5
2023-02-16,23.3
2023-02-17,23.25
2023-02-20,23.23
2023-02-21,23.94
2023-02-22,23.93
2023-02-23,23.9
2023-02-24,23.94
2023-02-27,24.0
2023-02-28,24.0
2023-03-01,24.3
2023-03-02,24.29
2023-03-03,24.0
2023-03-06,24.5
2023-03-07,24.4
2023-03-08,23.8
2023-03-09,24.3
2023-03-10,23.23
2023-03-13,23.2
2023-03-14,23.2
2023-03-15,23.99
2023-03-16,23.4
2023-03-17,23.5
2023-03-20,23.32
2023-03-21,23.89
2023-03-22,23.89
2023-03-23,25.32
2023-03-24,25.72
2023-03-27,25.6
2023-03-28,25.8
2023-03-29,25.8
2023-03-30,25.8
2023-03-31,26.03
2023-04-03,25.98
2023-04-04,25.6
2023-04-05,26.0
2023-04-06,25.9
2023-04-07,25.5
2023-04-10,25.01
2023-04-11,25.02
2023-04-12,25.5
2023-04-13,25.2
2023-04-14,25.2
2023-04-17,25.25
2023-04-18,25.84
2023-04-19,25.84
2023-04-20,25.25
2023-04-21,25.26
2023-04-25,25.8
2023-04-26,25.8
2023-04-27,25.5
2023-04-28,25.3
2023-05-02,25.17
2023-05-03,25.2
2023-05-04,25.7
2023-05-05,25.92
2023-05-08,25.94
2023-05-09,25.94
2023-05-10,25.92
2023-05-11,25.94
2023-05-12,25.45
2023-05-15,25.5
2023-05-16,25.3
2023-05-17,25.5
2023-05-18,25.6
2023-05-19,26.0
2023-05-22,26.01
2023-05-23,26.35
2023-05-24,26.55
2023-05-25,27.0
2023-05-26,27.4
2023-05-29,27.48
2023-05-30,27.43
2023-05-31,27.15
2023-06-01,26.9
2023-06-02,27.0
2023-06-05,27.4
2023-06-06,27.4
2023-06-07,27.35
2023-06-08,27.2
2023-06-09,27.5
2023-06-12,27.75
2023-06-13,27.7
2023-06-14,28.79
2023-06-15,29.5
2023-06-16,30.0
2023-06-19,29.79
2023-06-20,31.47
2023-06-21,29.9
2023-06-22,30.5
2023-06-23,31.3
2023-06-26,30.9
2023-06-27,30.5
2023-06-28,31.0
2023-07-03,32.0
2023-07-04,32.3
2023-07-05,32.3
2023-07-06,32.5
2023-07-07,33.0
2023-07-10,34.0
2023-07-11,33.5
2023-07-12,33.5
2023-07-13,33.5
2023-07-14,33.5
2023-07-17,33.5
2023-07-18,33.5
2023-07-20,33.5
2023-07-21,33.5
2023-07-24,33.47
2023-07-25,33.47
2023-07-26,33.45
2023-07-27,33.38
2023-07-28,33.5
2023-07-31,33.37
2023-08-01,33.19
2023-08-02,33.3
2023-08-03,33.3
2023-08-04,33.5
2023-08-07,32.0
2023-08-08,31.9
2023-08-09,32.0
2023-08-10,32.0
2023-08-11,30.9
2023-08-15,31.99
2023-08-16,31.98
2023-08-17,31.98
2023-08-18,31.9
2023-08-22,31.5
2023-08-23,31.5
2023-08-24,31.0
2023-08-25,31.0
2023-08-28,31.0
2023-08-29,31.0
2023-08-30,30.95
2023-08-31,31.0
2023-09-01,31.0
2023-09-04,30.95
2023-09-05,30.89
2023-09-06,30.25
2023-09-07,30.3
