date,ATL
2012-11-23,59.5
2012-11-26,58.62
2012-11-27,58.76
2012-11-28,57.34
2012-11-29,59.64
2012-11-30,60.0
2012-12-03,60.0
2012-12-04,58.6
2012-12-05,58.04
2012-12-06,59.0
2012-12-07,58.5
2012-12-10,61.5
2012-12-11,61.5
2012-12-12,60.72
2012-12-13,59.76
2012-12-14,59.84
2012-12-17,59.82
2012-12-18,60.16
2012-12-19,60.9
2012-12-20,60.02
2012-12-21,58.44
2012-12-24,59.6
2012-12-25,56.04
2012-12-26,59.0
2012-12-27,62.54
2012-12-28,66.28
2012-12-31,69.94
2013-01-02,68.0
2013-01-03,63.92
2013-01-04,66.48
2013-01-07,66.5
2013-01-08,63.12
2013-01-09,63.12
2013-01-10,63.12
2013-01-14,63.0
2013-01-15,62.0
2013-01-16,60.0
2013-01-17,60.0
2013-01-18,57.54
2013-01-21,57.54
2013-01-22,57.12
2013-01-23,56.0
2013-01-28,55.1
2013-01-29,58.4
2013-01-30,56.0
2013-01-31,56.04
2013-02-01,57.0
2013-02-04,53.58
2013-02-05,54.0
2013-02-06,54.11
2013-02-07,54.1
2013-02-08,54.0
2013-02-11,53.51
2013-02-12,54.0
2013-02-13,55.41
2013-02-14,54.01
2013-02-15,54.02
2013-02-18,55.4
2013-02-19,54.6
2013-02-20,54.7
2013-02-21,55.41
2013-02-22,55.0
2013-02-25,54.72
2013-02-26,55.4
2013-02-27,54.74
2013-02-28,55.78
2013-03-01,55.03
2013-03-04,56.5
2013-03-05,55.04
2013-03-06,55.56
2013-03-07,56.3
2013-03-08,55.5
2013-03-11,55.5
2013-03-12,56.0
2013-03-13,56.44
2013-03-14,55.55
2013-03-15,55.5
2013-03-18,55.54
2013-03-19,55.52
2013-03-20,56.2
2013-03-21,55.6
2013-03-22,56.0
2013-03-25,55.6
2013-03-26,56.0
2013-03-27,56.5
2013-03-28,56.0
2013-03-29,56.0
2013-04-01,57.0
2013-04-02,57.0
2013-04-03,57.5
2013-04-04,58.0
2013-04-05,57.02
2013-04-08,59.0
2013-04-09,58.0
2013-04-10,59.9
2013-04-11,59.6
2013-04-12,61.9
2013-04-15,61.86
2013-04-16,61.8
2013-04-17,60.03
2013-04-18,62.0
2013-04-19,62.0
2013-04-22,60.26
2013-04-23,61.9
2013-04-24,61.0
2013-04-25,62.4
2013-04-26,62.4
2013-04-29,62.02
2013-04-30,62.0
2013-05-02,62.5
2013-05-03,62.98
2013-05-06,62.01
2013-05-07,62.0
2013-05-08,62.1
2013-05-09,62.1
2013-05-10,62.1
2013-05-13,64.0
2013-05-14,62.5
2013-05-15,63.1
2013-05-16,62.52
2013-05-17,63.52
2013-05-20,62.73
2013-05-21,63.03
2013-05-22,64.0
2013-05-23,63.36
2013-05-24,63.31
2013-05-27,62.09
2013-05-28,64.5
2013-05-29,63.21
2013-05-30,64.0
2013-05-31,64.7
2013-06-03,62.57
2013-06-04,63.06
2013-06-05,63.73
2013-06-06,64.0
2013-06-07,64.01
2013-06-10,64.0
2013-06-11,64.0
2013-06-12,64.01
2013-06-13,64.02
2013-06-14,65.0
2013-06-17,64.51
2013-06-18,64.01
2013-06-19,65.3
2013-06-20,67.45
2013-06-21,67.0
2013-06-24,67.0
2013-06-25,69.0
2013-06-26,67.0
2013-06-27,67.0
2013-06-28,66.5
2013-07-01,63.02
2013-07-02,61.98
2013-07-03,59.92
2013-07-04,61.98
2013-07-05,60.1
2013-07-08,61.94
2013-07-09,61.94
2013-07-10,61.94
2013-07-11,60.0
2013-07-12,61.92
2013-07-15,61.92
2013-07-16,59.0
2013-07-17,61.5
2013-07-18,58.1
2013-07-19,60.89
2013-07-22,58.1
2013-07-23,55.7
2013-07-24,56.9
2013-07-25,54.0
2013-07-26,54.02
2013-07-29,54.4
2013-07-31,54.9
2013-08-01,56.9
2013-08-02,55.15
2013-08-05,55.17
2013-08-06,55.17
2013-08-07,55.18
2013-08-08,55.52
2013-08-12,55.73
2013-08-13,55.77
2013-08-15,55.75
2013-08-16,57.6
2013-08-19,55.82
2013-08-22,56.5
2013-08-23,56.51
2013-08-26,56.51
2013-08-27,58.0
2013-08-28,59.5
2013-08-29,59.4
2013-08-30,59.4
2013-09-02,56.63
2013-09-03,58.8
2013-09-04,56.67
2013-09-05,56.7
2013-09-06,57.1
2013-09-09,56.8
2013-09-10,56.83
2013-09-11,57.0
2013-09-12,57.04
2013-09-13,57.09
2013-09-16,57.0
2013-09-17,57.2
2013-09-18,57.06
2013-09-19,57.01
2013-09-20,57.0
2013-09-23,57.02
2013-09-24,57.01
2013-09-25,57.02
2013-09-26,59.0
2013-09-27,57.6
2013-09-30,58.0
2013-10-01,57.25
2013-10-02,57.25
2013-10-03,57.01
2013-10-04,58.0
2013-10-07,59.0
2013-10-08,60.0
2013-10-09,59.0
2013-10-10,59.12
2013-10-11,59.13
2013-10-14,59.13
2013-10-15,59.2
2013-10-21,59.35
2013-10-22,62.0
2013-10-23,60.0
2013-10-24,62.8
2013-10-25,65.0
2013-10-28,66.85
2013-10-29,68.0
2013-10-30,66.79
2013-10-31,67.0
2013-11-01,65.55
2013-11-04,65.0
2013-11-07,65.1
2013-11-08,64.0
2013-11-11,64.01
2013-11-12,63.5
2013-11-13,63.92
2013-11-14,63.92
2013-11-15,63.5
2013-11-19,64.4
2013-11-20,63.66
2013-11-21,63.56
2013-11-22,65.0
2013-11-25,63.3
2013-11-26,66.0
2013-11-27,66.0
2013-11-28,64.2
2013-11-29,63.6
2013-12-02,63.6
2013-12-03,63.55
2013-12-04,64.0
2013-12-05,64.02
2013-12-06,64.01
2013-12-09,65.0
2013-12-10,63.85
2013-12-11,65.0
2013-12-12,64.0
2013-12-13,64.5
2013-12-16,65.88
2013-12-17,66.9
2013-12-18,66.88
2013-12-19,66.9
2013-12-20,66.0
2013-12-23,64.53
2013-12-24,64.0
2013-12-25,62.5
2013-12-26,62.94
2013-12-27,64.9
2013-12-30,65.0
2013-12-31,68.9
2014-01-02,64.0
2014-01-03,63.1
2014-01-06,63.06
2014-01-07,65.89
2014-01-08,63.2
2014-01-09,63.26
2014-01-10,61.61
2014-01-13,61.5
2014-01-16,63.6
2014-01-17,62.84
2014-01-20,61.48
2014-01-21,61.0
2014-01-22,61.54
2014-01-23,60.94
2014-01-24,61.2
2014-01-27,60.94
2014-01-28,60.96
2014-01-29,61.0
2014-01-30,61.01
2014-01-31,61.0
2014-02-03,60.92
2014-02-04,60.95
2014-02-05,61.0
2014-02-06,60.92
2014-02-07,61.0
2014-02-10,60.05
2014-02-11,60.12
2014-02-12,61.0
2014-02-13,60.8
2014-02-14,61.68
2014-02-17,61.1
2014-02-18,61.02
2014-02-19,62.0
2014-02-20,62.25
2014-02-21,61.1
2014-02-24,61.15
2014-02-25,62.3
2014-02-26,62.02
2014-02-27,62.0
2014-02-28,62.04
2014-03-03,63.9
2014-03-04,62.3
2014-03-05,64.96
2014-03-06,65.28
2014-03-07,64.6
2014-03-10,64.5
2014-03-11,64.5
2014-03-12,65.7
2014-03-13,64.15
2014-03-14,64.07
2014-03-17,65.58
2014-03-18,65.2
2014-03-19,65.1
2014-03-20,65.96
2014-03-21,66.0
2014-03-24,65.94
2014-03-25,64.64
2014-03-26,65.96
2014-03-27,64.8
2014-03-28,64.75
2014-03-31,64.7
2014-04-01,66.32
2014-04-02,66.28
2014-04-03,65.88
2014-04-04,64.3
2014-04-07,65.0
2014-04-08,65.98
2014-04-09,65.95
2014-04-10,63.02
2014-04-11,65.6
2014-04-14,65.6
2014-04-15,63.3
2014-04-16,64.98
2014-04-17,63.5
2014-04-18,63.7
2014-04-21,63.62
2014-04-22,63.5
2014-04-23,63.5
2014-04-24,64.0
2014-04-25,63.5
2014-04-28,63.01
2014-04-29,63.1
2014-04-30,64.7
2014-05-02,62.08
2014-05-05,62.4
2014-05-06,64.3
2014-05-07,63.97
2014-05-08,63.96
2014-05-09,62.38
2014-05-12,63.5
2014-05-13,63.58
2014-05-14,62.42
2014-05-15,62.6
2014-05-16,63.69
2014-05-19,62.4
2014-05-20,62.45
2014-05-21,60.1
2014-05-22,61.0
2014-05-23,61.35
2014-05-26,62.86
2014-05-27,62.85
2014-05-28,61.05
2014-05-29,61.16
2014-05-30,62.73
2014-06-02,62.75
2014-06-03,60.68
2014-06-04,62.45
2014-06-05,61.0
2014-06-06,60.9
2014-06-09,61.02
2014-06-10,61.74
2014-06-11,60.7
2014-06-12,61.65
2014-06-13,60.75
2014-06-16,62.0
2014-06-17,63.24
2014-06-18,63.4
2014-06-19,63.48
2014-06-20,62.1
2014-06-23,62.0
2014-06-24,62.97
2014-06-25,61.6
2014-06-26,62.97
2014-06-27,62.98
2014-06-30,62.9
2014-07-01,60.5
2014-07-02,62.3
2014-07-03,62.3
2014-07-04,62.18
2014-07-07,60.0
2014-07-08,60.96
2014-07-09,58.0
2014-07-10,57.4
2014-07-11,60.0
2014-07-14,63.0
2014-07-15,63.0
2014-07-16,62.65
2014-07-17,61.9
2014-07-18,61.8
2014-07-21,60.5
2014-07-22,62.0
2014-07-23,61.9
2014-07-24,61.99
2014-07-25,60.75
2014-07-31,64.39
2014-08-01,64.18
2014-08-04,63.32
2014-08-05,61.99
2014-08-06,61.88
2014-08-07,61.99
2014-08-08,61.26
2014-08-11,63.15
2014-08-12,61.51
2014-08-13,62.98
2014-08-15,61.6
2014-08-18,60.85
2014-08-19,61.9
2014-08-22,61.0
2014-08-25,61.0
2014-08-26,61.1
2014-08-27,62.9
2014-08-28,62.98
2014-08-29,62.1
2014-09-01,62.97
2014-09-02,62.88
2014-09-03,62.98
2014-09-04,62.15
2014-09-05,62.06
2014-09-08,62.96
2014-09-09,62.96
2014-09-10,63.0
2014-09-11,64.66
2014-09-12,63.0
2014-09-15,62.55
2014-09-16,63.0
2014-09-17,63.11
2014-09-18,63.0
2014-09-19,64.48
2014-09-22,64.85
2014-09-23,66.0
2014-09-24,65.6
2014-09-25,65.11
2014-09-26,65.1
2014-09-29,65.78
2014-09-30,65.1
2014-10-01,65.6
2014-10-02,65.9
2014-10-03,66.0
2014-10-07,65.21
2014-10-08,66.8
2014-10-09,66.73
2014-10-10,66.55
2014-10-13,66.48
2014-10-14,66.2
2014-10-15,65.75
2014-10-16,66.2
2014-10-17,66.1
2014-10-20,66.1
2014-10-21,65.75
2014-10-22,66.0
2014-10-23,66.5
2014-10-24,68.25
2014-10-27,70.0
2014-10-28,74.2
2014-10-29,75.0
2014-10-30,76.96
2014-10-31,75.5
2014-11-03,75.6
2014-11-04,74.5
2014-11-05,74.0
2014-11-07,71.6
2014-11-10,72.0
2014-11-11,72.9
2014-11-12,71.0
2014-11-13,73.2
2014-11-14,70.52
2014-11-17,73.05
2014-11-19,71.1
2014-11-20,70.0
2014-11-21,68.45
2014-11-24,68.5
2014-11-25,71.0
2014-11-26,68.11
2014-11-27,68.25
2014-11-28,68.5
2014-12-01,68.1
2014-12-02,69.8
2014-12-03,68.19
2014-12-04,69.0
2014-12-05,68.2
2014-12-08,68.12
2014-12-09,68.17
2014-12-10,69.7
2014-12-11,68.95
2014-12-12,68.01
2014-12-15,68.95
2014-12-16,66.05
2014-12-17,66.15
2014-12-18,66.15
2014-12-19,66.1
2014-12-22,65.5
2014-12-23,65.5
2014-12-24,65.51
2014-12-25,65.5
2014-12-26,66.5
2014-12-29,69.4
2014-12-30,67.0
2014-12-31,65.3
2015-01-02,68.8
2015-01-06,65.16
2015-01-07,68.6
2015-01-08,64.5
2015-01-09,64.6
2015-01-12,64.85
2015-01-13,67.3
2015-01-14,70.0
2015-01-15,72.4
2015-01-16,70.7
2015-01-19,67.15
2015-01-20,67.7
2015-01-21,67.75
2015-01-22,68.0
2015-01-23,68.1
2015-01-26,68.1
2015-01-27,68.0
2015-01-28,67.01
2015-01-29,67.01
2015-01-30,68.0
2015-02-02,65.51
2015-02-03,67.0
2015-02-04,68.0
2015-02-05,68.0
2015-02-06,66.16
2015-02-09,67.99
2015-02-10,68.0
2015-02-11,68.0
2015-02-12,69.59
2015-02-13,69.59
2015-02-16,68.0
2015-02-17,68.0
2015-02-18,70.0
2015-02-19,70.0
2015-02-20,71.0
2015-02-23,71.9
2015-02-24,72.2
2015-02-25,76.01
2015-02-26,76.0
2015-02-27,73.0
2015-03-02,74.95
2015-03-03,74.15
2015-03-04,72.9
2015-03-05,72.87
2015-03-06,73.0
2015-03-09,73.0
2015-03-10,71.5
2015-03-11,72.0
2015-03-12,70.75
2015-03-13,71.97
2015-03-16,72.0
2015-03-17,72.0
2015-03-18,71.45
2015-03-19,71.0
2015-03-20,70.9
2015-03-23,69.06
2015-03-24,68.05
2015-03-25,68.06
2015-03-26,71.0
2015-03-27,70.65
2015-03-30,70.48
2015-03-31,68.12
2015-04-01,70.0
2015-04-02,69.0
2015-04-03,68.1
2015-04-06,69.9
2015-04-07,66.02
2015-04-08,64.3
2015-04-09,64.0
2015-04-10,64.02
2015-04-13,64.02
2015-04-14,66.0
2015-04-15,66.0
2015-04-16,64.3
2015-04-17,64.5
2015-04-20,66.0
2015-04-21,66.0
2015-04-22,66.0
2015-04-23,66.9
2015-04-24,65.9
2015-04-27,67.9
2015-04-28,65.89
2015-04-29,64.52
2015-04-30,66.0
2015-05-04,65.99
2015-05-05,64.54
2015-05-06,65.99
2015-05-07,66.7
2015-05-08,63.5
2015-05-11,65.98
2015-05-12,65.93
2015-05-13,63.21
2015-05-14,63.02
2015-05-15,64.89
2015-05-18,64.89
2015-05-19,65.0
2015-05-20,64.89
2015-05-21,64.49
2015-05-22,63.54
2015-05-25,64.93
2015-05-26,64.89
2015-05-27,64.79
2015-05-28,63.1
2015-05-29,64.99
2015-06-01,64.89
2015-06-02,64.99
2015-06-03,64.8
2015-06-04,64.97
2015-06-05,64.69
2015-06-08,64.65
2015-06-09,64.39
2015-06-10,64.0
2015-06-11,64.0
2015-06-12,62.0
2015-06-15,63.69
2015-06-16,62.2
2015-06-17,62.2
2015-06-18,64.0
2015-06-19,63.45
2015-06-22,63.4
2015-06-23,63.4
2015-06-24,63.33
2015-06-25,63.35
2015-06-26,63.07
2015-06-29,62.6
2015-06-30,63.0
2015-07-01,62.4
2015-07-02,63.0
2015-07-03,62.88
2015-07-06,62.82
2015-07-07,62.69
2015-07-08,61.45
2015-07-09,60.1
2015-07-10,60.0
2015-07-13,62.28
2015-07-14,61.98
2015-07-15,59.8
2015-07-16,61.0
2015-07-20,61.9
2015-07-21,61.55
2015-07-22,61.79
2015-07-23,61.85
2015-07-24,61.78
2015-07-27,61.67
2015-07-28,61.53
2015-07-29,61.5
2015-07-31,61.5
2015-08-03,61.0
2015-08-04,61.0
2015-08-05,61.0
2015-08-06,61.0
2015-08-07,59.2
2015-08-10,60.99
2015-08-11,60.99
2015-08-12,60.95
2015-08-13,60.99
2015-08-17,60.99
2015-08-18,60.99
2015-08-19,60.99
2015-08-24,61.0
2015-08-25,61.49
2015-08-26,61.0
2015-08-27,60.84
2015-08-28,60.99
2015-08-31,61.0
2015-09-01,60.84
2015-09-02,60.84
2015-09-03,60.5
2015-09-04,57.5
2015-09-07,60.89
2015-09-08,60.09
2015-09-09,60.0
2015-09-10,59.0
2015-09-11,59.5
2015-09-14,59.4
2015-09-15,60.0
2015-09-16,60.0
2015-09-17,58.0
2015-09-18,58.0
2015-09-21,58.0
2015-09-22,57.25
2015-09-23,58.0
2015-09-28,58.0
2015-09-29,58.0
2015-09-30,57.28
2015-10-01,58.0
2015-10-02,55.12
2015-10-05,58.17
2015-10-06,57.8
2015-10-07,58.0
2015-10-08,58.0
2015-10-09,57.98
2015-10-12,57.97
2015-10-13,57.0
2015-10-14,57.95
2015-10-16,57.9
2015-10-19,57.94
2015-10-20,57.92
2015-10-21,56.97
2015-10-22,56.97
2015-10-23,57.0
2015-10-26,56.9
2015-10-27,56.95
2015-10-28,57.0
2015-10-29,56.97
2015-10-30,57.0
2015-11-02,57.0
2015-11-03,56.95
2015-11-04,56.9
2015-11-05,56.99
2015-11-09,57.0
2015-11-10,57.0
2015-11-11,57.0
2015-11-12,57.0
2015-11-13,57.0
2015-11-16,56.99
2015-11-17,57.0
2015-11-19,56.99
2015-11-20,56.99
2015-11-23,56.9
2015-11-24,56.9
2015-11-25,55.0
2015-11-26,56.8
2015-11-27,56.7
2015-11-30,54.38
2015-12-01,55.0
2015-12-02,56.0
2015-12-03,55.48
2015-12-04,55.49
2015-12-07,55.8
2015-12-08,53.5
2015-12-09,53.5
2015-12-10,50.29
2015-12-11,53.3
2015-12-14,50.11
2015-12-15,49.83
2015-12-16,49.96
2015-12-17,51.98
2015-12-18,48.87
2015-12-21,51.0
2015-12-22,51.39
2015-12-23,51.39
2015-12-28,50.0
2015-12-29,50.0
2015-12-30,51.29
2015-12-31,50.5
2016-01-04,51.0
2016-01-05,51.0
2016-01-06,51.19
2016-01-07,50.98
2016-01-08,50.5
2016-01-12,50.3
2016-01-13,50.0
2016-01-14,48.3
2016-01-15,50.0
2016-01-18,51.89
2016-01-19,51.88
2016-01-20,51.66
2016-01-21,51.49
2016-01-22,51.7
2016-01-25,51.8
2016-01-26,48.7
2016-01-27,48.47
2016-01-28,48.43
2016-01-29,49.89
2016-02-01,49.75
2016-02-02,49.53
2016-02-03,49.0
2016-02-04,49.5
2016-02-05,48.0
2016-02-08,47.7
2016-02-09,49.69
2016-02-10,50.88
2016-02-11,50.0
2016-02-12,50.0
2016-02-15,50.27
2016-02-16,50.0
2016-02-17,50.0
2016-02-18,50.0
2016-02-19,50.0
2016-02-22,50.0
2016-02-23,49.9
2016-02-24,50.47
2016-02-25,50.0
2016-02-26,47.0
2016-02-29,46.5
2016-03-01,46.35
2016-03-02,46.35
2016-03-03,46.0
2016-03-04,46.0
2016-03-07,45.0
2016-03-08,46.0
2016-03-09,46.0
2016-03-10,46.0
2016-03-11,46.0
2016-03-14,46.99
2016-03-15,48.5
2016-03-16,50.44
2016-03-17,50.5
2016-03-18,50.5
2016-03-21,51.4
2016-03-22,50.9
2016-03-23,50.0
2016-03-24,49.98
2016-03-25,50.0
2016-03-28,49.95
2016-03-29,49.95
2016-03-30,49.8
2016-03-31,49.5
2016-04-01,49.9
2016-04-04,49.9
2016-04-05,49.89
2016-04-06,49.4
2016-04-07,49.93
2016-04-08,49.86
2016-04-11,48.5
2016-04-12,48.5
2016-04-13,47.84
2016-04-14,48.5
2016-04-15,48.5
2016-04-18,48.5
2016-04-19,48.0
2016-04-20,48.5
2016-04-21,48.49
2016-04-22,48.45
2016-04-25,48.42
2016-04-26,48.0
2016-04-27,47.8
2016-04-28,48.15
2016-04-29,48.8
2016-05-02,48.77
2016-05-03,48.4
2016-05-04,48.4
2016-05-05,49.9
2016-05-06,50.0
2016-05-09,49.48
2016-05-10,49.74
2016-05-11,49.78
2016-05-12,51.0
2016-05-13,50.16
2016-05-16,51.45
2016-05-17,50.0
2016-05-18,49.99
2016-05-19,49.99
2016-05-20,49.79
2016-05-23,49.0
2016-05-24,49.8
2016-05-25,49.4
2016-05-26,48.5
2016-05-27,48.38
2016-05-30,48.37
2016-05-31,48.43
2016-06-01,48.99
2016-06-02,49.0
2016-06-03,49.0
2016-06-06,49.0
2016-06-07,48.99
2016-06-08,48.48
2016-06-09,46.12
2016-06-10,46.3
2016-06-13,47.95
2016-06-14,47.3
2016-06-15,47.46
2016-06-16,47.4
2016-06-17,47.0
2016-06-20,47.0
2016-06-21,47.0
2016-06-22,47.0
2016-06-23,47.69
2016-06-24,47.47
2016-06-27,47.5
2016-06-28,49.0
2016-06-29,48.9
2016-06-30,48.5
2016-07-01,48.39
2016-07-04,48.79
2016-07-05,48.1
2016-07-11,47.0
2016-07-12,48.23
2016-07-13,48.99
2016-07-14,48.97
2016-07-15,48.75
2016-07-18,48.6
2016-07-19,48.48
2016-07-20,48.15
2016-07-21,47.4
2016-07-22,47.35
2016-07-25,47.97
2016-07-26,48.2
2016-07-27,47.99
2016-07-28,47.0
2016-07-29,46.6
2016-08-01,47.7
2016-08-02,48.0
2016-08-03,48.45
2016-08-04,48.0
2016-08-05,48.2
2016-08-08,48.0
2016-08-09,47.9
2016-08-10,47.9
2016-08-11,47.9
2016-08-12,46.72
2016-08-15,47.79
2016-08-16,47.5
2016-08-17,47.4
2016-08-18,47.35
2016-08-19,48.0
2016-08-22,48.0
2016-08-23,47.77
2016-08-24,47.7
2016-08-25,46.11
2016-08-26,47.48
2016-08-29,47.46
2016-08-30,46.66
2016-08-31,46.5
2016-09-01,46.75
2016-09-02,47.2
2016-09-05,47.2
2016-09-06,47.2
2016-09-07,47.19
2016-09-08,47.38
2016-09-09,47.38
2016-09-14,47.4
2016-09-15,47.4
2016-09-16,47.4
2016-09-19,47.39
2016-09-20,47.38
2016-09-21,47.0
2016-09-22,47.28
2016-09-23,48.54
2016-09-26,49.0
2016-09-27,48.89
2016-09-28,48.8
2016-09-29,48.48
2016-09-30,48.8
2016-10-04,48.0
2016-10-05,48.25
2016-10-06,48.5
2016-10-07,48.0
2016-10-10,49.25
2016-10-11,48.2
2016-10-12,49.0
2016-10-13,49.17
2016-10-14,49.8
2016-10-17,49.8
2016-10-18,49.7
2016-10-19,49.65
2016-10-20,49.5
2016-10-21,49.4
2016-10-24,48.22
2016-10-25,49.0
2016-10-26,48.6
2016-10-27,47.8
2016-10-28,48.99
2016-10-31,48.9
2016-11-01,48.89
2016-11-02,48.88
2016-11-03,48.87
2016-11-04,48.89
2016-11-07,47.9
2016-11-08,48.82
2016-11-09,48.7
2016-11-10,48.78
2016-11-11,48.69
2016-11-14,48.4
2016-11-15,48.0
2016-11-16,48.19
2016-11-17,47.3
2016-11-21,48.0
2016-11-22,47.32
2016-11-23,48.0
2016-11-24,48.3
2016-11-25,47.8
2016-11-28,48.3
2016-11-29,48.2
2016-11-30,48.2
2016-12-01,48.3
2016-12-02,47.24
2016-12-05,48.0
2016-12-06,47.55
2016-12-07,48.0
2016-12-08,48.0
2016-12-09,48.0
2016-12-14,49.9
2016-12-15,52.0
2016-12-16,52.0
2016-12-19,52.0
2016-12-20,50.0
2016-12-21,51.0
2016-12-22,51.6
2016-12-23,50.0
2016-12-26,49.79
2016-12-27,49.79
2016-12-28,49.0
2016-12-29,50.0
2016-12-30,48.99
2017-01-02,49.9
2017-01-03,50.35
2017-01-04,50.3
2017-01-05,50.99
2017-01-06,51.34
2017-01-09,50.0
2017-01-10,50.0
2017-01-12,50.0
2017-01-13,49.5
2017-01-16,49.0
2017-01-17,49.4
2017-01-18,47.86
2017-01-19,49.9
2017-01-20,49.0
2017-01-23,49.05
2017-01-24,49.44
2017-01-25,48.99
2017-01-26,48.0
2017-01-27,48.6
2017-01-30,48.11
2017-01-31,48.74
2017-02-01,47.15
2017-02-02,48.1
2017-02-03,49.37
2017-02-06,49.18
2017-02-07,49.15
2017-02-08,49.28
2017-02-09,47.98
2017-02-10,48.47
2017-02-13,48.45
2017-02-14,48.7
2017-02-15,48.5
2017-02-16,48.01
2017-02-17,48.1
2017-02-20,52.9
2017-02-21,53.0
2017-02-22,53.0
2017-02-23,52.0
2017-02-24,50.0
2017-02-27,50.8
2017-02-28,52.7
2017-03-01,52.9
2017-03-02,52.0
2017-03-03,52.4
2017-03-06,52.5
2017-03-07,51.99
2017-03-08,51.78
2017-03-09,51.4
2017-03-10,51.4
2017-03-13,50.36
2017-03-14,50.65
2017-03-15,51.0
2017-03-16,51.0
2017-03-17,51.51
2017-03-20,51.1
2017-03-21,52.0
2017-03-22,52.0
2017-03-23,52.0
2017-03-24,52.45
2017-03-27,52.0
2017-03-28,52.0
2017-03-29,51.8
2017-03-30,50.61
2017-03-31,51.0
2017-04-03,51.0
2017-04-04,51.0
2017-04-05,51.0
2017-04-06,51.0
2017-04-07,52.0
2017-04-10,52.43
2017-04-11,51.0
2017-04-12,51.05
2017-04-13,51.05
2017-04-14,51.1
2017-04-17,51.0
2017-04-18,52.0
2017-04-19,52.2
2017-04-20,50.62
2017-04-21,51.78
2017-04-24,51.0
2017-04-25,51.0
2017-04-26,50.62
2017-04-27,52.0
2017-04-28,52.3
2017-05-02,51.0
2017-05-03,52.5
2017-05-04,53.48
2017-05-05,53.5
2017-05-08,53.2
2017-05-09,53.25
2017-05-10,53.2
2017-05-11,53.5
2017-05-12,54.0
2017-05-15,54.0
2017-05-16,53.1
2017-05-17,53.9
2017-05-18,54.0
2017-05-19,54.3
2017-05-22,53.0
2017-05-23,52.3
2017-05-24,52.5
2017-05-25,53.2
2017-05-26,51.2
2017-05-29,51.0
2017-05-30,51.0
2017-05-31,52.19
2017-06-01,52.0
2017-06-02,52.0
2017-06-05,51.0
2017-06-06,51.0
2017-06-07,51.0
2017-06-08,51.0
2017-06-09,51.8
2017-06-12,51.0
2017-06-13,51.0
2017-06-14,51.4
2017-06-15,50.98
2017-06-16,50.71
2017-06-19,51.88
2017-06-20,51.0
2017-06-21,51.0
2017-06-22,50.7
2017-06-23,51.5
2017-06-28,50.5
2017-06-29,50.2
2017-06-30,49.9
2017-07-03,50.2
2017-07-04,49.8
2017-07-05,49.8
2017-07-06,49.73
2017-07-07,49.5
2017-07-10,49.51
2017-07-11,50.45
2017-07-12,50.47
2017-07-13,50.92
2017-07-14,50.2
2017-07-17,50.0
2017-07-18,51.01
2017-07-19,50.15
2017-07-20,50.1
2017-07-21,50.11
2017-07-24,50.14
2017-07-25,50.05
2017-07-26,50.35
2017-07-27,51.45
2017-07-28,51.35
2017-07-31,51.6
2017-08-01,51.02
2017-08-02,51.0
2017-08-03,51.8
2017-08-04,52.5
2017-08-07,51.5
2017-08-08,53.25
2017-08-09,54.0
2017-08-10,54.0
2017-08-11,53.0
2017-08-15,52.5
2017-08-16,52.5
2017-08-17,52.0
2017-08-18,52.7
2017-08-22,52.3
2017-08-23,51.5
2017-08-24,52.0
2017-08-25,52.3
2017-08-28,52.9
2017-08-29,51.0
2017-08-30,51.05
2017-08-31,51.2
2017-09-04,52.5
2017-09-05,51.1
2017-09-06,51.1
2017-09-07,51.0
2017-09-08,52.5
2017-09-11,52.5
2017-09-12,53.99
2017-09-13,58.9
2017-09-14,57.0
2017-09-15,57.13
2017-09-18,58.5
2017-09-19,57.0
2017-09-20,55.5
2017-09-21,55.75
2017-09-25,55.8
2017-09-26,55.7
2017-09-27,56.0
2017-09-28,55.72
2017-09-29,57.0
2017-10-02,57.45
2017-10-03,56.9
2017-10-04,55.3
2017-10-05,55.3
2017-10-06,54.9
2017-10-09,54.7
2017-10-10,55.8
2017-10-11,54.9
2017-10-12,60.38
2017-10-13,61.8
2017-10-16,63.0
2017-10-17,62.5
2017-10-18,63.3
2017-10-19,65.0
2017-10-20,64.6
2017-10-23,64.98
2017-10-24,63.0
2017-10-25,64.0
2017-10-26,64.55
2017-10-27,65.5
2017-10-30,65.55
2017-10-31,65.04
2017-11-01,65.0
2017-11-02,65.3
2017-11-03,65.1
2017-11-07,65.65
2017-11-08,65.36
2017-11-09,66.0
2017-11-10,66.0
2017-11-13,65.0
2017-11-14,65.3
2017-11-15,65.0
2017-11-16,64.85
2017-11-17,64.84
2017-11-20,65.0
2017-11-21,65.0
2017-11-22,64.0
2017-11-23,64.84
2017-11-24,64.0
2017-11-27,64.7
2017-11-28,64.7
2017-11-29,63.6
2017-11-30,63.6
2017-12-04,64.0
2017-12-05,63.9
2017-12-06,60.5
2017-12-07,62.0
2017-12-08,63.0
2017-12-11,63.9
2017-12-12,63.5
2017-12-13,62.6
2017-12-14,62.01
2017-12-15,62.0
2017-12-18,61.61
2017-12-19,60.8
2017-12-20,61.0
2017-12-21,61.16
2017-12-22,61.1
2017-12-25,62.99
2017-12-26,62.8
2017-12-27,62.8
2017-12-28,64.85
2017-12-29,64.0
2018-01-02,64.8
2018-01-03,65.3
2018-01-04,64.0
2018-01-05,64.0
2018-01-08,64.95
2018-01-09,63.5
